psc_type,portfolio_group,portfolio,psc_code,psc_code_start_date,psc_code_end_date,psc_code_short_name,psc_code_long_name,psc_code_includes,psc_code_excludes,psc_code_notes
Product,Facilities S&E,Physical Plant & Land,4520,10/15/78,,SPACE AND WATER HEATING EQUIPMENT,Space and Water Heating Equipment,"Boilers, 15 pounds WSP and under (for boilers over 15 pounds WSP, see FSC 4410); Domestic Water Storage Tanks through 100 gallon capacity; Fireplace Heaters; Furnaces; Space Heaters; Heating Radiators; Immersion Heaters; Water Heaters, through 100 gallon recovery capacity (for heaters over 100 gallons recovery capacity, see FSC 4410).",Vehicle Heaters (FSC 2540); Aircraft Heaters (FSC 1660).,
Product,Facilities S&E,Physical Plant & Land,4530,10/15/78,,FUEL BURNING EQUIPMENT UNITS,Fuel Burning Equipment Units,Oil Burners; Stokers; Gas Burners.,,
Product,Facilities S&E,Physical Plant & Land,4540,10/15/78,,WASTE DISPOSAL EQUIPMENT,Waste Disposal Equipment,Compactors; Destructors; Garbage Disposals; Incinerators; Septic Tanks.,,
Product,Facilities S&E,Physical Plant & Land,4630,10/15/78,,SEWAGE TREATMENT EQUIPMENT,Sewage Treatment Equipment,,,
Product,Facilities S&E,Physical Plant & Land,5410,10/1/11,,PREFABRICATED AND PORTABLE BUILDINGS,Prefabricated and Portable Buildings,Prefabricated Panels; Inflatable Shelters; Metal Screens and Metal Windows.,,
Product,Facilities S&E,Physical Plant & Land,5411,5/15/80,,RIGID WALL SHELTERS,Rigid Wall Shelters,Expandable and nonexpandable shelters.,,
Product,Facilities S&E,Physical Plant & Land,5419,10/1/91,,COLLECTIVE MODULAR SUPPORT SYSTEM,Collective Modular Support System,"Self-Contained habitat, containing facilities normally expected in a ""Rest and Recreational"" area, such as; billeting, food services, laundry, shower/hygiene services, recreational and support services that enhance morale and welfare.",,
Product,Facilities S&E,Physical Plant & Land,5420,10/15/78,,"BRIDGES, FIXED AND FLOATING","Bridges, Fixed and Floating",Special Bridge Erection Equipment; Bridge Floats and Pontoons; Tramways; Trestles.,Pontoons and Floating Docks (FSC 1945).,
Product,Facilities S&E,Physical Plant & Land,5430,11/15/78,,STORAGE TANKS,Storage Tanks,Assembled and Unassembled Tanks for storage only; Enclosures for Pressure and  Vacuum Tanks; Petroleum Bulk Storage Tanks.,Boiler Tanks (FSC 4410); Hot Water Tanks (FSC 4520).,
Product,Facilities S&E,Physical Plant & Land,5440,10/1/11,,SCAFFOLDING EQUIPMENT AND CONCRETE FORMS,Scaffolding Equipment and Concrete Forms,Prefabricated Concrete Placing Forms; Builders' Ladders and Stepladders; Suspension stages.,Aircraft Ladders (FSC 1730); Fire Fighting Ladders (FSC 4210); Maintenance Ladders (FSC 4940); Marine Vessel Ladders (FSC 2090); Vehicle Ladders (FSC 2540).,
Product,Facilities S&E,Physical Plant & Land,5445,11/15/78,,PREFABRICATED TOWER STRUCTURES,Prefabricated Tower Structures,"Power Transmission Towers; Radar Towers; Searchlight Towers; Control Towers; Prefabricated Tower Components, such as Anchor  Rails, Tie Rods, Braces, Steps, Guy Assemblies; Specialized Tower Hardware.",,
Product,Facilities S&E,Physical Plant & Land,5450,10/1/11,,MISCELLANEOUS PREFABRICATED STRUCTURES,Miscellaneous Prefabricated Structures,Bleachers; Grandstands.,,
Product,Facilities S&E,Physical Plant & Land,5510,10/1/11,,LUMBER AND RELATED BASIC WOOD MATERIALS,Lumber and Related Basic Wood Materials,Dimensional Lumber; Wood Flooring; Mine Timbers; Poles; Railroad Ties; Wood Siding; Molding; Stakes.,Millwork (FSC 5520); Plywood and Veneer (FSC 5530); Prefabricated Non-Wood Items (FSC 5670).,
Product,Facilities S&E,Physical Plant & Land,5520,10/15/78,,MILLWORK,Millwork,Door Frames; Doors; Window Frames;  Window Sashes.,Molding (FSC 5510); Prefabricated Non-Wood Items (FSC 5670).,
Product,Facilities S&E,Physical Plant & Land,5530,10/15/78,,PLYWOOD AND VENEER,Plywood and Veneer,Plywood and Veneered Panels.,,
Product,Facilities S&E,Physical Plant & Land,5610,10/1/11,,"MINERAL CONSTRUCTION MATERIALS, BULK","Mineral Construction Materials, Bulk","Asphalt; Cinders; Gravel; Lime; Sand; Rough Dimension Stone, including Rubble; Cement;  Ballast.","Block, Shaped; Brick.",
Product,Facilities S&E,Physical Plant & Land,5620,10/1/11,,"TILE, BRICK AND BLOCK","Tile, Brick, and Block",Concrete Building Block; Cinder Block; Slag Brick; Cut Stone; Cut and Polished Stone; Ceramic Floor and Wall Tile; Architectural Terra Cotta; Concrete Slabs and Grilles.,Glass Building Block (FSC 9340),
Product,Facilities S&E,Physical Plant & Land,5630,2/15/79,,"PIPE AND CONDUIT, NONMETALLIC","Pipe and Conduit, Nonmetallic",Concrete Pipe and Conduit; Clay Pipe  and Conduit for underground use; Drain Tile; Nonmetallic Pipe Fittings for underground use.,"Nonmetallic Pipe, Conduit, and Fittings for laboratory or electrical use; Hose and Tubing, Flexible Nonmetallic.",
Product,Facilities S&E,Physical Plant & Land,5640,10/1/11,,"WALLBOARD, BUILDING PAPER, AND THERMAL INSULATION MATERIALS","Wallboard, Building Paper, and Thermal Insulation  Materials",Paper Building Board; Ceiling Board;  Gypsum Board; Insulating Board; Plasterboard;  Soundproofing Board; Tar Paper; Wallpaper;  Mineral Wool; Glass Wool Batts; Pipe Covering.,Electrical Insulation Materials.,
Product,Facilities S&E,Physical Plant & Land,5650,10/15/78,,ROOFING AND SIDING MATERIALS,Roofing and Siding Materials,"Roofing (all materials), including Sheet Metal; Roofing Felt; Roll Roofing; Roofing Tile; Shingles.",Tar Paper; Bulk Sheet Metal Roofing and Siding; Wood Siding.,
Product,Facilities S&E,Physical Plant & Land,5660,10/1/11,,"FENCING, FENCES, GATES AND COMPONENTS","Fencing, Fences, Gates  and Compo- nents",,,
Product,Facilities S&E,Physical Plant & Land,5670,11/15/78,,"BUILDING COMPONENTS, PREFABRICATED","Building Components, Prefabricated","Door Frames; Window Frames; Window Sashes; Eave Troughs (gutters); Gratings;  Grilles, Shutters; Fixed Fire Escapes; Mounted Partitions.",Plumbing and Associated Components such as Sinks; Wallboard and Items  Classified as Furniture.,Items specified as Wooden are classified in  FSC 5520.
Product,Facilities S&E,Physical Plant & Land,5675,10/1/11,,NONWOOD CONSTRUCTION LUMBER AND RELATED MATERIALS,Nonwood Construction Lumber and Related Materials,Nonwood Dimensional Lumber; Flooring; Special Turning and Carvings; Nonwood Veneer.,Millwork and Wood Veneer (FSC's 5520 and 5530); Items specified as Wooden (FSC 5510).,
Product,Facilities S&E,Physical Plant & Land,5680,10/1/11,,MISCELLANEOUS CONSTRUCTION MATERIALS,Miscellaneous Construction Materials,Expanded Metal Lath; Airplane Landing  Mats; Traction Mats.,,
Product,Facilities S&E,Physical Plant & Land,8720,10/15/78,,FERTILIZERS,Fertilizers,Natural and Synthetic Fertilizers; Peat Moss; Animal Manures.,,
Product,Facilities S&E,Physical Plant & Land,8730,10/15/78,,SEEDS AND NURSERY STOCK,Seeds and Nursery Stock,Cut Flowers.,,
Product,Facilities S&E,Physical Plant & Land,8820,10/15/78,,"LIVE ANIMALS, NOT RAISED FOR FOOD","Live Animals, Not Raised for Food",,,
Product,Facilities S&E,Physical Plant & Land,9930,10/1/11,,MEMORIALS; CEMETERIAL AND MORTUARY EQUIPMENT AND SUPPLIES,Memorials; Cemeterial and Mortuary Equipment and Supplies,Grave Markers; Burial Vaults; Burial Urns; Caskets; Burial Boxes; Morticians' Supplies; Monuments; Casket Shipping Cases.,Hearses; Mortuary Refrigerators.,
Product,Miscellaneous S&E,S&E Not Classifed Elsewhere,9999,10/15/78,,MISCELLANEOUS ITEMS,Miscellaneous Items,Only those items which cannot conceivably be  classified in any existing classes.,,
Product,Sustainment S&E,Drones,1550,10/1/11,,UNMANNED AIRCRAFT,Drones,"Drones specifically designed for such uses as targets, training, surveillance, missile evaluation, and photographic  reconnaissance.",Piloted aircraft and guided missiles converted to drone use.,"This class includes only complete drones. End items, assemblies, parts, attachments, or accessories for use in or on drones are classified in classes other than this class."
Product,Sustainment S&E,"Engines, Components & Spt Eq",1560,10/15/78,,AIRFRAME STRUCTURAL COMPONENTS,Airframe Structural Components,"Flight Control Surfaces, internal and external Auxiliary Fuel Tanks; Exhaust Systems, Pylons, Trim Tabs; Aircraft.",Fitted Covers; Helicopter Rotor Brake System and Components; Aircraft Loose Equipment and Alternate Mission Configuration Equipment stored on board the Aircraft.,"This class includes fabricated system parts that are permanently attached or peculiar to the integral airframe of an aircraft, such as support structural components, spars, ribs, ailerons, stablizers, bulkheads."
Product,Sustainment S&E,"Engines, Components & Spt Eq",1610,10/15/78,,AIRCRAFT PROPELLERS AND COMPONENTS,Aircraft Propellers and Components,"Aircraft Propellers; Propeller Blades, Cams, Cones, Hubs, Nuts, and Spinners; Test Clubs; Synchronizers; Power Control Units; Integral Oil Control Measures and Propeller Governors.",Rotary Rudder and Rotary Wing Blades (FSC 1615).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",1615,10/1/11,,"HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","Helicopter Rotor Blades, Drive Mechanisms and Components","Helicopter dynamic components and specially designed parts that transmit power from the aircraft power  plant to the rotary wing and rotary rudder.  Also included in this class are Rotors; Blades; Rotor Blade, Trim, Tabs; Blade Sets; Yokes; Clutches and Transmissions.",Propellers (FSC 1610); Rotor Brake Systems Components (FSC 1630); Rotor Blade Hydraulic Folding System Components (FSC 1650); Hydraulic Servo System Components (FSC 1650).,"This class includes miscellaneous component parts specifically designed for, and used exclusively in, helicopter drive mechanisms and rotor blades when not specifically classified elsewhere in the FSC indexes."
Product,Sustainment S&E,"Engines, Components & Spt Eq",1620,10/15/78,,AIRCRAFT LANDING GEAR COMPONENTS,Aircraft Landing Gear Components,"Shock Struts and Components; Installation Elements, such as Torsion Bars, Vibration Links, Drag Struts; Landing Gear Trunions, Axles and Shimmy Dampeners; Specially designed hydraulic power steering system components.","Mounting Braces and Mounting Plates permanently installed on aircraft (FSC 1680); Landing Wheels, Skis, and Floats (FSC 1630); Wheel Brakes and Wheel Brake Cylinders (FSC 1630).",
Product,Sustainment S&E,"Engines, Components & Spt Eq",1630,10/15/78,,AIRCRAFT WHEEL AND BRAKE SYSTEMS,Aircraft Wheel and Brake Systems,Skis; Floats; Tracks; Landing Wheel Skid Detectors; Valves specifically designed for use with hydraulic or pneumatic wheel and brake systems; Helicopter Rotor Brake System Components.,Landing Gear Axles (FSC 1620).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",1640,5/1/05,,AIRCRAFT CONTROL CABLE PRODUCTS,Missing code added for DOD Migration purpose only,Wire Rope; Single Leg Wire Assemblies; Wire Strands;Control Pulleys;Turnbuckle Lock Clips and other wire rope attachments and terminations.,"General use Chain and Wire Rope (FSC 4010); general use Pulleys(FSC 3020);general use Miscellaneous Hardware (FSC 5340); general use Fittings for Rope, Cable and Chain (FSC 4030).","Wire rope, with attachments or terminations and pulleys,used in aircraft control applications,will be classified in this class"
Product,Sustainment S&E,"Engines, Components & Spt Eq",1650,10/1/11,,"AIRCRAFT HYDRAULIC, VACUUM, AND DE-ICING SYSTEM COMPONENTS","Aircraft Hydraulic, Vacuum and De-icing System Components","Hydraulic and Pneumatic Accumulators, Pumps, Motors, Actuating Cylinders, and Filters; De-icing Boots; Fluid Type De-icing Pumps, Valves and Filters; Vacuum System Oil Separators; Pneumatic Pressurization Equipment other than that for pressurizing cabins and compartments.","Jet Engine Hydraulic Components (FSC 2840); Valves specifically designed for air conditioning, heating. ventilating, cabin pressurizing, and thermal de-icing (FSC 1660); Valves specifically designed for use with Aircraft Engines (FSC 2840); Guided Missiles and Guided Missile Engines (FSC 1338); Landing Gear (FSC 1620), Wheel and Brake System Components (FSC 1630); Oxygen Breathing System Components (FSC 1660); In-flight Refueling System Hydraulic components (FSC 1680); Specifically designed hydraulic power steering system components (FSC 1620).",This class includes only those components specifically designed for aircraft use.
Product,Sustainment S&E,"Engines, Components & Spt Eq",1660,10/1/11,,"AIRCRAFT AIR CONDITIONING, HEATING, AND PRESSURIZING EQUIPMENT","Aircraft Air Conditioning, Heating, and Pressurizing Equipment",Cabin Supercharging Equipment; Canisters; Cylinder Assemblies; Masks; Fixed Oxygen Systems; Specially Designed Aircraft Valves; Cabin Pressure Regulators; Heat Exchangers; Air Expansion Turbines; Aircraft Heaters; Ventilating System Components; Air Conditioning and Heating Duct Assemblies; Thermal De-icing Equipment; Cabin and Compartment Pressurizing Equipment; Air Diffusers; Cabin Pressure Selectors; Liquid Oxygen Converters.,"Oxygen Pressure Signals and Warning Devices; Tubing; Ground Type Heaters and Coolers; Pressurizing Equipment other than that used for Cabin and Compartment Pressurization; Fluid De-icing Equipment; Valves specifically designed for use with Aircraft Engines, Guided Missiles, and Guided Missile Engines.","This class includes components specifically designed for use in aircraft air conditioning, heating, and pressurizing equipment.  Also included are specially designed components of oxygen breathing systems used in aircraft."
Product,Sustainment S&E,"Engines, Components & Spt Eq",1670,10/1/11,,"PARACHUTES; AERIAL PICK UP, DELIVERY, RECOVERY SYSTEMS; AND CARGO TIE DOWN EQUIPMENT","Parachutes; Aerial Pick Up, Delivery, Recovery Systems; Cargo Tie Down Equipment",,Fitting Assemblies built into the aircraft structure.,"Includes specifically designed items, sets, and systems for air-to-air, air-to-surface, and surface-to-air delivery, pick up and recovery operations, unless parts, attachments, assemblies, for use in or on such systems (i.e. space vehicle aerial recovery systems) are specifically indexed to other classes of the FSC (i.e., transmitting radio buoys and direction finding subsystem components)."
Product,Sustainment S&E,"Engines, Components & Spt Eq",1675,8/20/15,,SPACE VEHICLE COMPONENTS,SPACE VEHICLE COMPONENTS,Structural components; Components and Accessories Specially Designed for installation in or on Space Vehicles; Internal (Built-In) Control Systems.,Remote Guidance Equipment.,
Product,Sustainment S&E,"Engines, Components & Spt Eq",1677,8/20/15,,SPACE VEHICLE REMOTE CONTROL SYSTEMS,SPACE VEHICLE REMOTE CONTROL SYSTEMS,Specifically designed Components of Space Vehicle Remote Control Systems.,Internal (built-in) Control Systems; Components designed for use with both Guided Missile and Space Vehicle Systems.,
Product,Sustainment S&E,"Engines, Components & Spt Eq",1680,10/1/11,,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,Miscellaneous Aircraft Accessories and Components,"Control Assemblies, Push-Pull; Brace, Positioning Cargo Ramp Stowed on Board; Cockpit Mounted Control Quadrants; Actuators, Electromechanical and Mechanical; Ventilators; Relief Tubes; Map Holders; Aerial Glider Towing Accessories Attached to Aircraft; Belts, Safety and Lap; Harness, Shoulder and Safety; Litter Attaching Supports; Electric Windshield Wipers; Aircraft Onboard Inert Gas Generators; Aircraft Furniture; Aircraft Mounted Winches and Hoists; In-Flight Refueling System Components, including Fuel Components; Aircraft Curtains; Cable Tension Regulators;  Sun Visors; Rear-View Mirrors; Mechanical  Transmissions, Gearboxes and Constant Speed Drives Specially Designed for Aircraft.","Engine Mounted Control Assemblies; Fitted Covers, Aircraft Pylons; Helicopter Rotor Brake  System Components; Helicopter Automatic Stabilization  Equipment.",
Product,Sustainment S&E,"Engines, Components & Spt Eq",1710,10/15/78,,AIRCRAFT LANDING EQUIPMENT,Aircraft Landing Equipment,Aircraft Arresting Barriers.,Airport Runway Marker Lights (see FSC Class 6220).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",1720,10/15/78,,AIRCRAFT LAUNCHING EQUIPMENT,Aircraft Launching Equipment,Catapults.,Guided Missile Launchers  (FSC Class 1440) and Space Vehicle Launchers (FSC Class 1840).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",1725,8/20/15,,SPACE VEHICLE LAUNCHERS,SPACE VEHICLE LAUNCHERS,Launchers specifically designed for Space Vehicles,Launchers used with both Guided Missile and Space Vehicles.,
Product,Sustainment S&E,"Engines, Components & Spt Eq",1730,10/15/78,,AIRCRAFT GROUND SERVICING EQUIPMENT,Aircraft Ground Servicing Equipment,"Energizers; Engine Preheaters; Mooring  Assemblies; Wheel Chocks; Beaching Equipment; Aileron, Elevator, and Rudder Locks; Passenger Loading Ramps; Maintenance Platforms; Aircraft Maintenance and Boarding  Ladders; Aircraft Maintenance Slings and Hoists; Aircraft Fin Tilting Jacks; Airfield Specialized Lift Trucks and  Trailers; Fitted Covers for Airframe Components; Aircraft  Engine Covers.","Airfield Specialized Trucks and Trailers  designed primarily for transporting aircraft assemblies (FSC 1740); Maintenance Stands designed for support of aircraft  assemblies during repair or overhaul (FSC 4920); Test Stands (FSC 4920);  General Purpose Jacks (FSC 5120); Slings (FSC 3940), and Hoists (FSC 3950); Trailers (FSC 2330), Liquid Oxygen, Aircraft Servicing (FSC 1660).","This class excludes ""vehicular components""  such as those listed under FSCs 2520, 2530, 2540, 2590."
Product,Sustainment S&E,"Engines, Components & Spt Eq",1735,8/20/15,,SPACE VEHICLE HANDLING AND SERVICING EQUIPMENT,SPACE VEHICLE HANDLING AND SERVICING EQUIPMENT,"Specially desinged Trucks and Trailers for sue in transporting Space Vehicles;Specially designed Slings, Hoists, Jacks, Blowers, Self-propelled Vehiches, Specially designed for space vehicle handling or servicing; Covers, space vehicle.",Equipment used in handling or servicing both Guided Missiles and Space Vehicles.,This class does not include space vehicle aerial recovery systems which are classified in class 1670.
Product,Sustainment S&E,"Engines, Components & Spt Eq",1740,10/1/11,,AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,Airfield Specialized Trucks and Trailers,"Airfield Specialized Trucks and Trailers  designed primarily for transporting aircraft assemblies; Trailers: Afterburner, Engine, Propeller, Fuselage, and Wing; Trucks, Aircraft Fuselage and Aircraft Wing; Skids, Engine transport; Stands, Engine Transport; Bomb Trailers, Airfield; Trucks, Crashed Aircraft Removing.","Airfield Specialized Lift Trucks (FSC 3930), and Trailers (FSC 2330); Highway Type Trucks (FSC 2320), and Trailers (FSC 2330); Cargo Loading and Unloading Trailers (FSC 2330) and Trucks (FSC 2320).","This class excludes ""vehicular components"" such as those listed under FSCs 2520, 2530, 2590."
Product,Sustainment S&E,"Engines, Components & Spt Eq",2010,10/15/78,,SHIP AND BOAT PROPULSION COMPONENTS,Ship and Boat Propulsion Components,"Propulsion Shafts; Ship Propellers; Marine  Transmissions, Reverse and Reduction Gear Type.","Engines (FSC 2810, 2815); Turbines (FSC 2825, 2835, 2840).",
Product,Sustainment S&E,"Engines, Components & Spt Eq",2020,10/15/78,,RIGGING AND RIGGING GEAR,Rigging and Rigging Gear,Masts; Kingposts; Sail Booms; Shipborne Booms  not attached to Cranes and Derricks.,Tackle Blocks.,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2030,10/15/78,,DECK MACHINERY,Deck Machinery,Steering Gears and Controls; Boat Davits.,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2040,10/15/78,,MARINE HARDWARE AND HULL ITEMS,Marine Hardware and Hull Items,Anchors; Grapnels; Sea Anchors; Watertight Doors; Ship Ventilators; Hatches; Manholes; Scuttles; Air Ports; Fenders; Sea Chests; Scuppers; Rudders; Stern Tubes; Chain Pipes; Hawse Pipes; Boiler Uptakes and Stacks; Chocks; Mast and Boom Fittings; Oars; Paddles; Oarlocks.,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2050,11/15/78,,BUOYS,Buoys,,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2060,10/1/91,,COMMERCIAL FISHING EQUIPMENT,Commercial Fishing Equipment,,Fishing Vessels.,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2090,10/1/11,,MISCELLANEOUS SHIP AND MARINE EQUIPMENT,Miscellaneous Ship and Marine Equipment,Sails; Chain Ladders; Rope Ladders; Marine  Furniture.,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2510,10/1/11,,"VEHICULAR CAB, BODY, AND FRAME STRUCTURAL COMPONENTS","Vehicular Cab, Body, and Frame Structural Components",Leaf Type Vehicular Springs; Suspension Type Shock Absorbers.,Vehicular Hardware (FSG 53); Specialized Vehicular Furniture (FSC 2540).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2520,10/1/11,,VEHICULAR POWER TRANSMISSION COMPONENTS,Vehicular Power Transmission Components,Transfer Transmission Assemblies; Clutch Assemblies; Universal Joints; Propeller Shafts; Automotive Torque Converters; Power Takeoffs.,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2530,10/1/11,,"VEHICULAR BRAKE, STEERING, AXLE, WHEEL, AND TRACK COMPONENTS","Vehicular Brake, Steering, Axle, Wheel, and Track Components","Turret Brakes; Clutch Brakes, Tank Turret.",,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2540,10/15/78,,VEHICULAR FURNITURE AND ACCESSORIES,Vehicular Furniture and Accessories,"Automobile Seat Covers; Shock Absorber, Bumper; Windshield Wipers; Bumper Guards; Mirrors, Rear View and Side View; Vehicle Heaters.",Speedometers (FSC 6680); Suspension Type Shock Absorbers (FSC 2510).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2541,10/1/11,,WEAPONS SYSTEMS SPECIFIC VEHICULAR ACCESSORIES,Weapons Systems Specific Vehicular Accessories,"Accessory Kits and Boxes, Parts Kits, and individual components used in the repair and/or modification of Weapons System type Vehicles such as Tanks, Personnel Carriers, Mobile Howitzers, and the like.","Items used in the repair and/or modifications of Commercial Type Vehicles (FSC 2540), vehicular type light fixtures (FSC 6220), and electronic switches, parts kits, and modification kits (FSG 59).",
Product,Sustainment S&E,"Engines, Components & Spt Eq",2590,10/15/78,,MISCELLANEOUS VEHICULAR COMPONENTS,Miscellaneous Vehicular Components,"Attachments for Tanks, Self-propelled Weapons, and High Speed Tractors; A-frames and Winches specifically designed for truck mounting; Cranes and Crane Booms for Wrecker Trucks.",,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2610,10/1/11,,"TIRES AND TUBES, PNEUMATIC, EXCEPT AIRCRAFT","Tires and Tubes, Pneumatic, Except Aircraft",,Aircraft Pneumatic Tires and Tubes.,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2620,10/1/11,,"TIRES AND TUBES, PNEUMATIC, AIRCRAFT","Tires and Tubes, Pneumatic, Aircraft",,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2630,11/15/78,,"TIRES, SOLID AND CUSHION","Tires, Solid and Cushion",Rubber Track Laying Treads.,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2640,10/1/11,,TIRE REBUILDING AND TIRE AND TUBE REPAIR MATERIALS,Tire Rebuilding and Tire and Tube Repair Materials,Tread Gum; Cold Patches; Friction Cord Fabric; Vulcanizing Patches; Padding Stock; Quick-Cure Gum; Tire and Tube Repair Kits; Camelback; Valves; Valve Cores.,Vulcanizing Machinery and Equipment.,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2805,10/1/11,,"GASOLINE RECIPROCATING ENGINES, EXCEPT AIRCRAFT; AND COMPONENTS","Gasoline Reciprocating Engines, Except Aircraft; and Components",Gas Reciprocating Engines; All Gasoline Reciprocating Engines except Aircraft Prime Moving.,Engine Accessories (FSC 2990).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2810,10/1/11,,"GASOLINE RECIPROCATING ENGINES, AIRCRAFT PRIME MOVER; AND COMPONENTS","Gasoline Reciprocating Engines, Aircraft Prime Mover; and Components",Complete Engine assemblies; Piston Rings; Cylinders; Pistons; Camshafts; Crankshafts.,"Fuel System Components (Carburetors; Carburetor Floats; Fuel Pumps; Fuel Controls; Fuel Valves) (FSC 2915); Electrical System Components (Spark Plug Adapters; Ignition Distributors; Ignition Coils, Electrical Starters) (FSC 2925); Engine Cooling System Components (Engine Oil Coolers; Cooling Radiators) (FSC 2935); Engine Air/Oil Cleaners/Filters/Strainers (FSC 2945); Miscellaneous Engine Accessories (Pneumatic Starters, Cowling Mounts, Control Assemblies) (FSC 2995).",Engines and components classified in this FSC must be designed specifically for use as/on an aircraft prime mover.  Auxiliary engines and their components will be classified in the appropriate FSC elsewhere in FSG 28.
Product,Sustainment S&E,"Engines, Components & Spt Eq",2815,10/15/78,,DIESEL ENGINES AND COMPONENTS,Diesel Engines and Components,"Automotive, Industrial, Marine, Locomotive, and all other types of Diesel and Semi-Diesel Engines.",Engines Accessories (FSC 2990).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2820,10/1/11,,"STEAM ENGINES, RECIPROCATING; AND COMPONENTS","Steam Engines, Reciprocating; and Components",,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2825,10/15/78,,STEAM TURBINES AND COMPONENTS,Steam Turbines and Components,Mercury Vapor Turbines.,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2830,10/1/11,,WATER TURBINES AND WATER WHEELS; AND COMPONENTS,Water Turbines and Water Wheels; and Components,,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2835,10/1/11,,"GAS TURBINES AND JET ENGINES; NON-AIRCRAFT PRIME MOVER, AIRCRAFT NON-PRIME MOVER, AND COMPONENTS","Gas Turbines and Jet Engines, Non-Aircraft; and Components",Airflow Deflectors; Turbine Cases; Turbine Housings; Compressor and Turbine Rotors; Compressor and Turbine Rotor Blades; Combustion Chamber; Accessory Gear Box; Turbine Disks and Hubs; Turbine Vanes.,"Engine Fuel System Components (FSC 2910); Engine electrical System Components (FSC 2920); Engine Cooling System Components (FSC 2930); Engine Air/Oil Cleaners/Filters/Strainers (FSC 2940); Engine Accessories (Air Duct Heaters, Engine Mounted Control Assemblies) (FSC 2990).",Engines and Components classified in this FSC are primarily for use on non-aircraft equipment but can also be used on aircraft ground support equipment.
Product,Sustainment S&E,"Engines, Components & Spt Eq",2840,10/1/11,,"GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS","Gas Turbines and Jet Engines, Aircraft, Prime Moving; and Components","Compressor and Turbine Rotors; Blades; Combustion Chamber; Accessory Gear Box; Afterburner; Exhaust Cone; Reservoirs, Hydraulic; Tank, Oil.","Oil, Air, Anti-icing, and Hydraulic Regulators, Valves, and Pumps specially designed for Gas Turbines and Jet Engines (FSC 2995); Control Assemblies, Push-Pull (FSC 2995); Engine Mounted Control Assemblies (FSC 2995); Fuel System Components (FSC 2915); Engine Electrical System Components (FSC 2925); Engine Cooling System Components (FSC 2935); Engine Air/Oil Cleaner/Filter/Strainers (FSC 2945).",Engines and Components classified in this FSC are intended for use as/on aircraft and/or guided missile prime movers.
Product,Sustainment S&E,"Engines, Components & Spt Eq",2845,11/15/78,,ROCKET ENGINES AND COMPONENTS,Rocket Engines and Components,"Rocket Prime Movers, Liquid Type, including Liquid Jet Assisted Takeoff (JATO) Units, for use in aircraft, rockets, and guided missiles; Liquid Propellants encased in consumable containers, intended for insertion into missile propulsion systems as integral parts.","Rocket Motors (Solid Propellant Units) (FSC 1337); Liquid Propellants predetermined to specific quantity and quality, but packaged in reusable containers; Solid Propellant Squibs and Cartridges, whether intended for insertion into Liquid Propellant Systems or not (FSC 1337).",
Product,Sustainment S&E,"Engines, Components & Spt Eq",2850,10/1/11,,GASOLINE ROTARY ENGINES AND COMPONENTS,Gasoline Rotary Engines and Components,,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2895,10/1/11,,MISCELLANEOUS ENGINES AND COMPONENTS,Miscellaneous Engines and Components,Wind and Compressed Air Engines.,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2910,10/1/11,,"ENGINE FUEL SYSTEM COMPONENTS, NONAIRCRAFT","Engine Fuel System Components, Nonaircraft",Carburetors; Fuel Pumps; Engine Fuel Filters; Fuel Tanks; Components for all engines except Aircraft and Guided Missile Prime Moving.,,
